Descrizione Articolo,Lob Associata,Codice Articolo,Nome LOB,Inventario
PanOptikon Vulnerability Detection Module - Virtual Scanner – 12M,20001,PAN-VDMI-VS-12M-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
PanOptikon Vulnerability Detection Module - Virtual Scanner – 12M,20006,PAN-VDMI-VS-12M,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
PanOptikon Vulnerability Detection Module - Web Application Scanner – 36M - Single Web App,20001,PAN-VDMW-36M-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
PanOptikon Vulnerability Detection Module - Web Application Scanner – 36M - Single Web App,20006,PAN-VDMW-36M,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
"Powersupply - AC/DC, 12V, 6.25A, grey",4007,PSU-12VDC-70W-GR+,INSTALLAZIONE COLLABORATION,Inventario
"Powersupply - AC/DC, 12V, 6.25A, grey",4008,PSU-12VDC-70W-GR-,CISCO VIDEOCONFERENZA/BOARD,Inventario
Pro Pack for Cisco Webex Control Hub (1),4008,A-SPK-NU-HUB-PRO,CISCO VIDEOCONFERENZA/BOARD,Non in inventario
Pro Pack for Cisco Webex Control Hub (1),4015,A-SPK-EDU-HUB-PRO,CISCO COLLABORATION A CANONE,Non in inventario
"PureLink Cavo Audio mjack 3,5mm 2m",1002,66S-AC505-020,CABLAGGIO ALTERNATIVO,Inventario
"PureLink Cavo Audio mjack 3,5mm 2m",4009,66S-AC500-020,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario
RACC.D.20 STOP TUBO GUAINA IP67 IP6,1002,INRTG20,CABLAGGIO ALTERNATIVO,Inventario
RACC.D.20 STOP TUBO GUAINA IP67 IP6,1003,INRTG25,TBD******,Inventario
RACCORDO TUBO SCATOLA STOP IP67 IMQ,1002,INRST20,CABLAGGIO ALTERNATIVO,Inventario
RACCORDO TUBO SCATOLA STOP IP67 IMQ,1003,INRST25,TBD******,Inventario
RACCORDO TUBO SCATOLA STOP IP67 IMQ,1003,INRST40,TBD******,Inventario
RC530Z EP WH SET ( 2PCS),24001,RC530Z,BUILDING AUTOMATION,Inventario
RC530Z EP WH SET ( 2PCS),24002,910403219703,ALTRI IMPIANTI TECNOLOGICI,Inventario
Raspberry Pi Camera Module 3,24001,PI CAMERA V3,BUILDING AUTOMATION,Inventario
Raspberry Pi Camera Module 3,3004,SC0872,CLOUD VARIE HW,Inventario
Raspberry Pi Camera Module 3,3004,SC0874,CLOUD VARIE HW,Inventario
Reversible CMA for C220 M6 ball bearing rail kit,3009,UCSC-CMA-C220M6,SERVER CISCO,Inventario
Reversible CMA for C220 M6 ball bearing rail kit,3030,HX-CMA-C220M6,STORAGE IPERCONVERGENZA CISCO,Inventario
Ricetrasmettitore con base da tavolo per sistema Microflex Wireless. Compatibile con microfoni Micro,4007,MXW8=-Z11,INSTALLAZIONE COLLABORATION,Inventario
Ricetrasmettitore con base da tavolo per sistema Microflex Wireless. Compatibile con microfoni Micro,4009,MXW8X=-Z11,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario
S/N CHASSIS : Ordine EI:,2006,EI C540699002,APPARATI VARI,Inventario
S/N CHASSIS : Ordine EI:,2006,EI C540699327,APPARATI VARI,Inventario
S/N CHASSIS : Ordine EI:,2006,EI C540699328,APPARATI VARI,Inventario
S/N CHASSIS : Ordine EI:,2006,EI C540699341,APPARATI VARI,Inventario
S/N CHASSIS : Ordine EI:,3010,EI C540699329,SERVER HP,Inventario
S/n Chassis - Ordine EI,1002,EI 591129296,CABLAGGIO ALTERNATIVO,Inventario
S/n Chassis - Ordine EI,2002,EI 470499084,APPARATI CISCO LAN,Inventario
S/n Chassis - Ordine EI,2002,EI 470799022,APPARATI CISCO LAN,Inventario
S/n Chassis - Ordine EI,2002,EI 470799022.,APPARATI CISCO LAN,Inventario
S/n Chassis - Ordine EI,2002,EI 470799061,APPARATI CISCO LAN,Inventario
S/n Chassis - Ordine EI,2002,EI 591129286,APPARATI CISCO LAN,Inventario
S/n Chassis - Ordine EI,2002,EI 591129287,APPARATI CISCO LAN,Inventario
S/n Chassis: - Ordine EI:,2002,EI C540699253,APPARATI CISCO LAN,Inventario
S/n Chassis: - Ordine EI:,2003,EI 470499007,APPARATI CISCO WAN,Inventario
S/n Chassis: - Ordine EI:,2003,EI 470499076,APPARATI CISCO WAN,Inventario
S/n Chassis: - Ordine EI:,2003,EI 480511001,APPARATI CISCO WAN,Inventario
S/n Chassis: - Ordine EI:,2003,EI 484511080,APPARATI CISCO WAN,Inventario
S/n Chassis: - Ordine EI:,2003,EI 540699101,APPARATI CISCO WAN,Inventario
S/n Chassis: - Ordine EI:,2003,EI 540699143,APPARATI CISCO WAN,Inventario
S/n Chassis: - Ordine EI:,2003,EI 540799038,APPARATI CISCO WAN,Inventario
S/n Chassis: - Ordine EI:,2006,EI C540699003,APPARATI VARI,Inventario
S/n Chassis: - Ordine EI:,2006,EI C540699338,APPARATI VARI,Inventario
S/n Chassis: - Ordine EI:,2006,EI C540699343,APPARATI VARI,Inventario
S/n Chassis: - Ordine EI:,2006,EI C540699344,APPARATI VARI,Inventario
S/n Chassis: - Ordine EI:,2006,EI C540699344.,APPARATI VARI,Inventario
SCARICO CON GRU su piano strada fianco camion . Previa accessibilità dei mezzi - ESCLUSO posizioname,17005,SCA.MA.04.460-630,ALTRO DATA CENTER,Non in inventario
SCARICO CON GRU su piano strada fianco camion . Previa accessibilità dei mezzi - ESCLUSO posizioname,99010,SCA.MA.02.150-250,SPESE TRASPORTO FORNITORI,Non in inventario
SCATOLA INC. 4M P/LEGGERE AZZURRO,1002,VIV71704,CABLAGGIO ALTERNATIVO,Inventario
SCATOLA INC. 4M P/LEGGERE AZZURRO,1003,VIV71614,TBD******,Inventario
SINGLE PACK OPTION,2001,C9120AXE-SINGLE,APPARATI CISCO WIRELESS,Inventario
SINGLE PACK OPTION,2001,C9136I-SINGLE,APPARATI CISCO WIRELESS,Inventario
SINGLE PACK OPTION,2001,CW9162I-SINGLE,APPARATI CISCO WIRELESS,Inventario
SINGLE PACK OPTION,2001,CW9164I-SINGLE,APPARATI CISCO WIRELESS,Inventario
SINGLE PACK OPTION,2001,CW9166I-SINGLE,APPARATI CISCO WIRELESS,Inventario
SINGLE PACK OPTION,2001,CW9172I-SINGLE,APPARATI CISCO WIRELESS,Inventario
SINGLE PACK OPTION,2002,C9120AXI-SINGLE,APPARATI CISCO LAN,Inventario
SINGLE PACK OPTION,2002,C9130-SINGLE,APPARATI CISCO LAN,Inventario
SIRENA DA ESTERNO Abs Bianco/Blu,2014,AG6WB,CONTROLLO ACCESSI,Inventario
SIRENA DA ESTERNO Abs Bianco/Blu,24001,AG6/WB,BUILDING AUTOMATION,Inventario
"SL110 Series Modular Jack, RJ45, category 6, T568A/T568B, unshielded, without dust cover, alpine whi",1001,1-1375055-3,CABLAGGI COMMSCOPE,Inventario
"SL110 Series Modular Jack, RJ45, category 6, T568A/T568B, unshielded, without dust cover, alpine whi",1002,1-2291216-3,CABLAGGIO ALTERNATIVO,Inventario
SPCK620.100 Tastiera Comfort,1016,V54543-F110-A100,CONTROLLI ACCESSI,Inventario
SPCK620.100 Tastiera Comfort,2014,V54543-F110-B100,CONTROLLO ACCESSI,Inventario
SRST Endpoints (1),4015,A-FLEX-SRST-EP,CISCO COLLABORATION A CANONE,Non in inventario
SRST Endpoints (1),4016,A-FLEX-SRST-E,RINNOVO CISCO COLLABORATION A CANONE,Non in inventario
SUPPORTO 3 MODULI CON VITI,1002,VI14613,CABLAGGIO ALTERNATIVO,Inventario
SUPPORTO 3 MODULI CON VITI,1003,VI16713,TBD******,Inventario
SaaS Detection - 1500-1999 Users,20001,PAN-SADM-36M-S9-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
SaaS Detection - 1500-1999 Users,20006,PAN-SADM-COTR-S9,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
SaaS Detection - 500-749 Users,20001,PAN-SADM-36M-S6-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
SaaS Detection - 500-749 Users,20001,PAN-SADM-COTR-S6-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
SaaS Detection - 500-749 Users,20006,PAN-SADM-36M-S6,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Service Pack 3 Years Parts and Software Support Extended Warranty for 1 NetBotz 2-Series,17,WBEXTWAR3YR-NB-02,DATACENTER INFRASTRUCTURE,Assistenza
Service Pack 3 Years Parts and Software Support Extended Warranty for 1 NetBotz 2-Series,17007,WBEXTWAR3YR-NB-02.,INSTALLAZIONE DATA CENTER,Non in inventario
Sirena Mini Doge bianco,2014,20.203.361,CONTROLLO ACCESSI,Inventario
Sirena Mini Doge bianco,24001,VEN-20.203.361,BUILDING AUTOMATION,Inventario
Small Secure Network Server for ISE Applications,3009,SNS-3615-K9,SERVER CISCO,Inventario
Small Secure Network Server for ISE Applications,6001,SNS-3715-K9,CISCO SECURITY,Inventario
SmartEvent SmartReporter and Compliance blades for 5 gateways (Smart-1 & open server) 1  year subsc,6002,CPSB-EVS-COMP-5-1Y,CHECKPOINT SECURITY,Inventario
SmartEvent SmartReporter and Compliance blades for 5 gateways (Smart-1 & open server) 1  year subsc,6011,CPSB-EVS-COMP-5-1Y.,RINNOVO CHECKPOINT SECURITY,Non in inventario
SmartEvent and SmartReporter blade for 25 gateways (Smart-1 & open server) 1 year subscription,6002,CPSB-EVS-25-1Y,CHECKPOINT SECURITY,Inventario
SmartEvent and SmartReporter blade for 25 gateways (Smart-1 & open server) 1 year subscription,6011,CPSB-EVS-25-1Y.,RINNOVO CHECKPOINT SECURITY,Non in inventario
"SmartMixer® Digitale con 4 canali microfono, 2 mic/line, 1 stereo",4007,ATDM-0604A,INSTALLAZIONE COLLABORATION,Inventario
"SmartMixer® Digitale con 4 canali microfono, 2 mic/line, 1 stereo",4009,1171,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario
"SmartMixer® Digitale con 4 canali microfono, 2 mic/line, 1 stereo",4009,ATDM-0604,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario
SmartX IP Controller da 16 I/O per EcoStruxure Building progettato per il controllo ambiente.,17001,SXWRCF16A10002,SISTEMI SCHNEIDER,Inventario
SmartX IP Controller da 16 I/O per EcoStruxure Building progettato per il controllo ambiente.,17001,SXWRCF16A10002.,SISTEMI SCHNEIDER,Inventario
SmartX IP Controller da 16 I/O per EcoStruxure Building progettato per il controllo ambiente.,17001,SXWRCF16A10003,SISTEMI SCHNEIDER,Inventario
SmartX IP Controller da 16 I/O per EcoStruxure Building progettato per il controllo ambiente.,24001,RP-C-16A-F-230V,BUILDING AUTOMATION,Inventario
"Sonda di temperatura da esterno installazione a muro, NTC 1",1011,5141100010,BUILDING AUTOMATION,Inventario
"Sonda di temperatura da esterno installazione a muro, NTC 1",24001,STO100,BUILDING AUTOMATION,Inventario
"Standard Bundle (24x7 FortiCare plus AV, FortiWeb Security Service, and IP Reputation)",6007,FC10VVM029360236,FORTINET SECURITY,Inventario
"Standard Bundle (24x7 FortiCare plus AV, FortiWeb Security Service, and IP Reputation)",6013,FC10VVM029360212-R,RINNOVO FORTINET SECURITY,Non in inventario
Standard Collaborative Enterprise Support for Hardware,6002,CPES-CO-STANDARD-ADD,CHECKPOINT SECURITY,Non in inventario
Standard Collaborative Enterprise Support for Hardware,6011,CPCES-CO-STANDARDADD,RINNOVO CHECKPOINT SECURITY,Non in inventario
Standard Pro Collaborative Enterprise Support,6002,CPCES-CO-STANDARDPRO,CHECKPOINT SECURITY,Inventario
Standard Pro Collaborative Enterprise Support,6011,CPCES-COSTANDARDPROA,RINNOVO CHECKPOINT SECURITY,Non in inventario
Support,6009,SPRT,FORCEPOINT SECURITY,Non in inventario
Support,6016,SPRT-R.,RINNOVO FORCEPOINT SECURITY,Non in inventario
Support & Maintenance Subscription Notification of software,3031,S-STD,SOLUZIONE BACKUP ALTRO,Inventario
Support & Maintenance Subscription Notification of software,3032,S-STD-R,RINNOVO SOLUZIONE BACKUP ALTRO,Inventario
Support for Appliance Gateways,6002,CPCES-CO-PREMIUM-153,CHECKPOINT SECURITY,Non in inventario
Support for Appliance Gateways,6002,CPCES-CO-PREMIUM-155,CHECKPOINT SECURITY,Non in inventario
Support for Appliance Gateways,6002,CPCESCOPREMIUM1590AD,CHECKPOINT SECURITY,Non in inventario
Support for Appliance Gateways,6002,CPESSSPREMIUMPRO1550,CHECKPOINT SECURITY,Non in inventario
Support for Appliance Gateways,6011,CPCES-CO-PREMIUM-157,RINNOVO CHECKPOINT SECURITY,Non in inventario
SupportEdge Advisor,3014,CS-G1A-SE-ADVISOR,SOLUZIONE NETAPP,Non in inventario
SupportEdge Advisor,3014,CSG1CSEADVISORADDON,SOLUZIONE NETAPP,Non in inventario
SupportEdge Advisor,3014,CSG1SEADVISORADDON,SOLUZIONE NETAPP,Non in inventario
SupportEdge Advisor,3014,CSG3SEADVISORL1PR,SOLUZIONE NETAPP,Non in inventario
SupportEdge Advisor,3022,CS-G1-SE-ADVISOR.,RINNOVO SOLUZIONE NETAPP,Non in inventario
SupportEdge Advisor,3022,CSG1SEADVISORADDONR,RINNOVO SOLUZIONE NETAPP,Non in inventario
T1 - Telaio di base regolabile,17001,21TB008CDZ1,SISTEMI SCHNEIDER,Inventario
T1 - Telaio di base regolabile,17005,21TB004CDZ1,ALTRO DATA CENTER,Inventario
TERMORESTRINGENTE X GIUNTI FO L=45 mm (in conf. da 100),1002,FIBR002,CABLAGGIO ALTERNATIVO,Inventario
TERMORESTRINGENTE X GIUNTI FO L=45 mm (in conf. da 100),1006,8100400-01,ARMADI,Inventario
TESTER DI RETE,1002,4610185,CABLAGGIO ALTERNATIVO,Inventario
TESTER DI RETE,1003,489905002,TBD******,Inventario
"TPM 2.0, TCG, FIPS140-2, CC EAL4+ Certified, for M6 servers",3009,UCSX-TPM-002C.,SERVER CISCO,Inventario
"TPM 2.0, TCG, FIPS140-2, CC EAL4+ Certified, for M6 servers",3009,UCSX-TPM-002C-D,SERVER CISCO,Inventario
"TPM 2.0, TCG, FIPS140-2, CC EAL4+ Certified, for M6 servers",3030,HX-TPM-002C,STORAGE IPERCONVERGENZA CISCO,Inventario
TUBO CORRUGATO PIEGHEVOLE IMQ 3321,1002,INFMP20,CABLAGGIO ALTERNATIVO,Inventario
TUBO CORRUGATO PIEGHEVOLE IMQ 3321,1002,INFMP25,CABLAGGIO ALTERNATIVO,Inventario
TUBO CORRUGATO PIEGHEVOLE IMQ 3321,1002,INFMP50,CABLAGGIO ALTERNATIVO,Inventario
TUBO CORRUGATO PIEGHEVOLE IMQ 3321,1003,INFMP32,TBD******,Inventario
TUBO RIGIDO GRIGIO IMQ 3321,1002,INGRI20,CABLAGGIO ALTERNATIVO,Inventario
TUBO RIGIDO GRIGIO IMQ 3321,1003,INGRI25,TBD******,Inventario
TUBO RIGIDO GRIGIO IMQ 3321,1003,INGRI32,TBD******,Inventario
TUBO RIGIDO GRIGIO IMQ 3321,1003,INGRI40,TBD******,Inventario
TUBO RIGIDO GRIGIO IMQ 3321,1003,INGRI50,TBD******,Inventario
"TeraSPEED® LC to Unconnectorized, Fiber Pigtail, 0.9 mm Tight Buffer",1001,FAWLCUC01-JXF005,CABLAGGI COMMSCOPE,Inventario
"TeraSPEED® LC to Unconnectorized, Fiber Pigtail, 0.9 mm Tight Buffer",1002,FAWLCUC01-JXM001,CABLAGGIO ALTERNATIVO,Inventario
Third Party Detection - 1500-1999 Assets,20001,PAN-TPDM-12M-S9-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Third Party Detection - 1500-1999 Assets,20006,PAN-TPDM-12M-S9,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Third Party Detection - 1500-1999 Assets,20006,PAN-TPDM-COTR-S9,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Threat Intelligence IOC Feeds - S,20001,PAN-CTIF-36M-S-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Threat Intelligence IOC Feeds - S,20006,PAN-CTIF-36M-S,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Threat Intelligence IOC Feeds - S,20006,PAN-CTIF-COTR-S,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Threat Intelligence IOC Feeds – L,20001,PAN-CTIF-12M-L-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Threat Intelligence IOC Feeds – L,20001,PAN-CTIF-36M-L-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Threat Intelligence IOC Feeds – L,20006,PAN-CTIF-12M-L,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
"Trend Vision One - Data Pipeline (Outbound), Renew, Normal, 1-1000 License,04 months",6003,VO01191255,TREND MICRO PRIMA VENDITA,Inventario
"Trend Vision One - Data Pipeline (Outbound), Renew, Normal, 1-1000 License,04 months",6012,VO01218074,RINNOVO SOFTWARE TREND MICRO,Inventario
UCS Fabric Interconnect 6454,3009,UCS-FI-6454,SERVER CISCO,Inventario
UCS Fabric Interconnect 6454,3009,UCS-FI-6454-U,SERVER CISCO,Inventario
UCS Fabric Interconnect 6454,3030,HX-FI-6454,STORAGE IPERCONVERGENZA CISCO,Inventario
UCS Manager v4.2 and Intersight Managed Mode v4.2,3009,N10-MGT018-D,SERVER CISCO,Inventario
UCS Manager v4.2 and Intersight Managed Mode v4.2,3030,N10-MGT018,STORAGE IPERCONVERGENZA CISCO,Inventario
"UHD, 350 nits, Tizen 4.0, Soc6",4008,LH49QBREBGCXEN,CISCO VIDEOCONFERENZA/BOARD,Inventario
"UHD, 350 nits, Tizen 4.0, Soc6",4009,LH65QBREBGCXEN,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario
"ULL TeraSpeed LC Uniboot to LC Uniboot, Fiber Patch Cord, 2.0 mm Duplex, LSZH/Riser",1001,FFWLCLC42-JXM00,CABLAGGI COMMSCOPE,Inventario
"ULL TeraSpeed LC Uniboot to LC Uniboot, Fiber Patch Cord, 2.0 mm Duplex, LSZH/Riser",1001,UFGLULU62-JXF007,CABLAGGI COMMSCOPE,Inventario
"ULL TeraSpeed LC Uniboot to LC Uniboot, Fiber Patch Cord, 2.0 mm Duplex, LSZH/Riser",1002,FFWLCLC42-JXM002,CABLAGGIO ALTERNATIVO,Inventario
UNIVERSAL,2001,SC9800LK9-176,APPARATI CISCO WIRELESS,Inventario
UNIVERSAL,2002,S3850UK9-163,APPARATI CISCO LAN,Inventario
UNIVERSAL,2002,S9300UK9-169,APPARATI CISCO LAN,Inventario
UNIVERSAL,2002,S9400UK9-169,APPARATI CISCO LAN,Inventario
UNIVERSAL,2002,S9500UK9-169,APPARATI CISCO LAN,Inventario
UNIVERSAL,2002,SC980040K9-1612,APPARATI CISCO LAN,Inventario
UNIVERSAL,2002,SCAT9200CXUK9-178,APPARATI CISCO LAN,Inventario
UNIVERSAL,2003,SC8KAESUK9-176,APPARATI CISCO WAN,Inventario
UNIVERSAL,2003,SC8KBEUK9-1711,APPARATI CISCO WAN,Inventario
UNIVERSAL,2003,SC8KBEUK9-176,APPARATI CISCO WAN,Inventario
UNIVERSAL,2003,SVG400UK9-1612,APPARATI CISCO WAN,Inventario
UNIVERSAL (NETWORK ESSENTIALS),2002,SIR1800UK9-1715,APPARATI CISCO LAN,Inventario
UNIVERSAL (NETWORK ESSENTIALS),2003,SIR1101UK9-179,APPARATI CISCO WAN,Inventario
UNIVERSAL (NETWORK ESSENTIALS),2003,SIR1800UK9-179,APPARATI CISCO WAN,Inventario
UNIVERSAL (NETWORK ESSENTIALS),2015,SIR1101UK9-1612,APPARATI CISCO IOT,Inventario
UNIVERSAL - NO PAYLOAD ENCRYPTION,2002,SC8KBENEK9-1712,APPARATI CISCO LAN,Inventario
UNIVERSAL - NO PAYLOAD ENCRYPTION,2006,SC8KBENEK9-176,APPARATI VARI,Inventario
"Unified Threat Protection (UTP) (IPS, Advanced Malware Protection, Application Control, URL, DNS & V",6007,FC10F200F9500260,FORTINET SECURITY,Non in inventario
"Unified Threat Protection (UTP) (IPS, Advanced Malware Protection, Application Control, URL, DNS & V",6011,FC100080F9500212,RINNOVO CHECKPOINT SECURITY,Non in inventario
"Unified Threat Protection (UTP) (IPS, Advanced Malware Protection, Application Control, Web & Video",6007,FC10F22HE9500212,FORTINET SECURITY,Non in inventario
"Unified Threat Protection (UTP) (IPS, Advanced Malware Protection, Application Control, Web & Video",6013,FC10F6H0E9500212-R,RINNOVO FORTINET SECURITY,Non in inventario
Upgrade FortiCare Premium to Elite (Require FortiCare Premium),6002,FC-10-GT70G-204-02-3,CHECKPOINT SECURITY,Non in inventario
Upgrade FortiCare Premium to Elite (Require FortiCare Premium),6007,FC-10-F120G-204-0236,FORTINET SECURITY,Non in inventario
VENTOLA,1003,4440010,TBD******,Inventario
VENTOLA,17005,3396541,ALTRO DATA CENTER,Inventario
VENTOLA,17005,3397879,ALTRO DATA CENTER,Inventario
VISION Professional installation-grade USB 2.0 cable,3004,4911618,CLOUD VARIE HW,Inventario
VISION Professional installation-grade USB 2.0 cable,4009,TC 1MUSB/BL,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario
VMware ESXi Hyper-V KVM Renewal. Integrating Check Point's Next Generation Threat Prevention subscri,6002,CPSGVSECVENBUNNGTPRE,CHECKPOINT SECURITY,Non in inventario
VMware ESXi Hyper-V KVM Renewal. Integrating Check Point's Next Generation Threat Prevention subscri,6011,CPSGVSECVENBUNNGTPR1,RINNOVO CHECKPOINT SECURITY,Non in inventario
Veeam Data Platform Foundation Universal Subscription License. Includes Enterprise Plus Edition feat,3031,V-FDNVUL-0I-SU1YP-00,SOLUZIONE BACKUP ALTRO,Inventario
Veeam Data Platform Foundation Universal Subscription License. Includes Enterprise Plus Edition feat,3032,V-FDNVUL-0I-SU1MP-00,RINNOVO SOLUZIONE BACKUP ALTRO,Non in inventario
Veeam Data Platform Foundation Universal Subscription License. Includes Enterprise Plus Edition feat,3032,V-FDNVUL-0I-SU3AR-00,RINNOVO SOLUZIONE BACKUP ALTRO,Inventario
Vulnerability Detection - Public IPs – 20 IP Addr.,20001,PAN-VDME-36M-20-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Vulnerability Detection - Public IPs – 20 IP Addr.,20001,PAN-VDME-COTR-20-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Vulnerability Detection - Public IPs – 20 IP Addr.,20006,PAN-VDME-12M-20,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Vulnerability Detection - Public IPs – 30 IP Addr.,20001,PAN-VDME-12M-30-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Vulnerability Detection - Public IPs – 30 IP Addr.,20006,PAN-VDME-12M-30,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Vulnerability Detection - Public IPs – 30 IP Addr.,20006,PAN-VDME-36M-30,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Vulnerability Detection - Web Apps,20001,PAN-VDMW-12M-R,CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Vulnerability Detection - Web Apps,20006,PAN-VDMW-12M,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Vulnerability Detection - Web Apps,20006,PAN-VDMW-COTR,NUOVO CLIENTE CERTEGO SERVIZI CONTINUATIVI,Non in inventario
Wall Mount Kit for Codec EQ,2002,CS-CODEC-EQ-WMK,APPARATI CISCO LAN,Inventario
Wall Mount Kit for Codec EQ,4008,CS-CODEC-EQ-WMK=,CISCO VIDEOCONFERENZA/BOARD,Inventario
Webex Calling Entitlement,4008,A-FLEX-C-PRO,CISCO VIDEOCONFERENZA/BOARD,Non in inventario
Webex Calling Entitlement,4015,A-FLEX-C-CALL-ENT,CISCO COLLABORATION A CANONE,Non in inventario
"lteom Perform Pro - 1Gbps GlobalElastic License including 8 VAs/vADCs, 1 year subscription.",6002,OTHER-CAT-S,CHECKPOINT SECURITY,Inventario
"lteom Perform Pro - 1Gbps GlobalElastic License including 8 VAs/vADCs, 1 year subscription.",6028,OTHER-CAT-S.,RINNOVO RADWARE SECURITY,Non in inventario
non usare,17005,MATERIALE PAF,ALTRO DATA CENTER,Inventario
non usare,3019,VS8-ENT-P-SSS-C-R,RINNOVO SOFTWARE VMWARE,Inventario
non usare,6002,CP-SASE-GW-Y,CHECKPOINT SECURITY,Inventario
non usare,6002,CP-SASE-PA-PRE-T1-Y,CHECKPOINT SECURITY,Inventario
